record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes
63,34792871,How Interpersonal Psychotherapy Changes the Brain: A Study of fMRI in Borderline Personality Disorder.,2021,The Journal of clinical psychiatry,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),Borderline Personality Disorder,associated_with,unclear,,indirect,0.7,The Barratt Impulsiveness Scale-version 11 (BIS-11) showed significant between-subject effect in favor of the IPT-BPD-R-treated group.,yes,,yes,yes,no,,,,,,,,,
64,21763642,Neural substrates of time perception and impulsivity.,2011,Brain research,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,direct,0.8,"Activation in the core control network, thus, may form a biological marker for cognitive time management and for impulsiveness.",yes,,yes,yes,yes,,,,,,,,,
65,32464339,Investigation of structure-function correlation among the young offspring of patients with bipolar disorder.,2020,Psychiatry research. Neuroimaging,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),bipolar disorder,associated_with,unclear,,unclear,0.7,"FA values in the SLF were negatively correlated with Stroop interference, the Wisconsin Card Sorting Test, and the Trail Making Test (B-A) scores.",yes,,yes,yes,yes,,,,,,,,,
66,25241087,Response inhibition and its relation to multidimensional impulsivity.,2014,NeuroImage,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"Impulsivity is a multidimensional construct that has been suggested as a vulnerability factor for several psychiatric disorders, especially addiction disorders.",yes,,yes,yes,yes,,,,,,,,,
67,27095357,Sex differences in impulsivity and brain morphometry in methamphetamine users.,2017,Brain structure & function,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,associated_with,higher,unclear,unclear,0.8,"METH users had higher impulsivity scores, on both the Cognitive and Behavioral Factors from the BIS (p < 0.0001-0.0001).",yes,,yes,yes,yes,,,,,,,,,
68,37909379,Changes in aspartate metabolism in the medial-prefrontal cortex of nicotine addicts based on J-edited magnetic resonance spectroscopy.,2023,Human brain mapping,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),nicotine addiction,associated_with,unclear,,unclear,0.6,"The elevated Asp level was observed in mPFC of NAs in contrast to nonsmokers, and the Asp level was positively correlated with the amount of daily smoking.",yes,,yes,yes,no,,,,,,,,,
69,27743376,Cortical folding patterns are associated with impulsivity in healthy young adults.,2017,Brain imaging and behavior,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,"BIS subscores were positively correlated with cortical folding in several distinct areas: Total and attention scores were positively correlated with LGI in the left postcentral gyrus, cingulate gyrus, precentral gyrus, pars opercularis of the inferior frontal gyrus, right middle temporal gyrus, superior parietal gyrus, pericalcarine gyrus, and lateral occipital gyrus.",yes,,yes,yes,no,,,,,,,,,
70,33951944,Distinct clinical manifestations of obsessive-compulsive disorder are associated with cortical thickness alteration.,2022,The Australian and New Zealand journal of psychiatry,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),obsessive-compulsive disorder,associated_with,unclear,,unclear,0.7,"OCD patients with more obsessive beliefs and attentional impulsivity (OCD_OB_AT) had reduced cortical thickness at the inferior parietal gyrus, the superior and middle temporal gyrus and the insula compared with OCD patients with higher score on the non-planning impulsivity (OCD_NP)",yes,,yes,yes,no,,,,,,,,,
71,35852565,Neural correlates of risky decision making in Parkinson's disease patients with impulse control disorders.,2022,Experimental brain research,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),Parkinson's disease with impulse control disorders,associated_with,unclear,neural processing of risk-related information and outcomes,unclear,0.7,"Patients with ICDs showed greater urn choice-specific activation in the right middle frontal gyrus, overlapping the dorsal premotor cortex.",yes,,yes,yes,yes,,,,,,,,,
72,32645662,Differential brain responses for perception of pain during empathic response in binge drinkers compared to non-binge drinkers.,2020,NeuroImage. Clinical,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),Alcohol Use Disorders (AUD),associated_with,unclear,,unclear,0.6,Individuals who engage in binge drinking behaviors may show evidence of impaired cognitive function and emotional dysregulation.,yes,,yes,yes,yes,,,,,,,,,
73,18479820,An event-related fMRI study on risk taking by healthy individuals of high or low impulsiveness.,2008,Neuroscience letters,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,We demonstrated that a stronger activation in the insula-orbitofrontal-parietal regions was found in the high impulsiveness group compared to the low impulsiveness group.,yes,,yes,yes,yes,,,,,,,,,
74,21783257,Is cerebellar volume related to bipolar disorder?,2011,Journal of affective disorders,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),bipolar disorder,associated_with,unclear,,background,0.5,The findings of cerebellar abnormalities in bipolar disorder (BD) are especially intriguing given the link between the cerebellum emotional and behavioral regulation.,yes,,yes,yes,yes,,,,,,,,,
75,39796107,The Relationship Between Impulsivity Traits and In Vivo Cerebral Serotonin Transporter and Serotonin 2A Receptor Binding in Healthy Individuals: A Double-Tracer PET Study with C-11 DASB and C-11 MDL100907.,2024,International journal of molecular sciences,Barratt Impulsiveness Scale fMRI,unknown,unknown,nonplanning impulsivity,unknown,associated_with,higher,serotonergic neurotransmission,direct,0.8,"The region of interest (ROI)-based partial correlation analysis with age, sex, and temperament traits as covariates revealed a significant positive correlation between non-planning impulsiveness and [11C]MDL100907 BPND in the caudate (CAU) at Bonferroni-corrected p < 0.0045.",yes,,yes,yes,yes,,,,,,,,,
76,26189512,Abnormalities of cortical structures in adolescent-onset conduct disorder.,2015,Psychological medicine,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),conduct disorder,associated_with,unclear,,unclear,0.7,"Cortical thickness of the paralimbic structures was found to be negatively correlated with impulsivity and antisocial behaviors measured by the BIS and APSD, respectively.",yes,,yes,yes,no,,,,,,,,,
77,30105203,Increased efficiency of brain connectivity networks in veterans with suicide attempts.,2018,NeuroImage. Clinical,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),veterans with suicide attempts,associated_with,unclear,,unclear,0.7,Veterans with prior suicide attempt had altered connectivity networks characteristics in the white matter.,yes,,yes,yes,yes,,,,,,,,,
78,35434889,Distinct neural signatures of schizotypy and psychopathy during visual word-nonword recognition.,2022,Human brain mapping,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,lower,unclear,unclear,0.7,"Higher Motor Impulsivity was associated with lower activity in the fusiform (bilaterally), inferior frontal (right-sided), and temporal gyri (bilaterally) across all stimuli-types over resting baseline.",yes,,yes,yes,yes,,,,,,,,,
79,26079873,Barratt Impulsivity and Neural Regulation of Physiological Arousal.,2015,PloS one,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,BIS total,unknown,associated_with,unclear,Granger causality,direct,0.8,Activity of the ventromedial prefrontal cortex (vmPFC) negatively correlated to and Granger caused skin conductance time course.,yes,,yes,yes,yes,,,,,,,,,
80,35131529,Examination of gamma-aminobutyric acid and glutamate-glutamine levels in association with impulsive behavior in adolescent marijuana users.,2022,Drug and alcohol dependence,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),adolescent marijuana users,associated_with,unclear,unknown,unclear,0.3,"Impulsivity, identified as a risk factor and consequence of MJ use, has been associated with GABA and Glx levels in healthy and clinical populations.",yes,,yes,yes,yes,,,,,,,,,
81,25269835,Caudate asymmetry is related to attentional impulsivity and an objective measure of ADHD-like attentional problems in healthy adults.,2016,Brain structure & function,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,attentional impulsivity,unknown,associated_with,higher,unclear,unclear,0.7,Larger right relative to left caudate volumes correlated with both higher attentional impulsiveness and worse ADHD scores on the TOVA.,yes,,yes,yes,no,,,,,,,,,
82,19560123,Ventral striatal activation during reward anticipation correlates with impulsivity in alcoholics.,2009,Biological psychiatry,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),alcoholics,correlates_with,unclear,,unclear,0.7,Detoxified alcoholics showed reduced activation of the ventral striatum during anticipation of monetary gain relative to healthy control subjects.,yes,,yes,yes,yes,,,,,,,,,
83,14572528,Response inhibition and impulsivity: an fMRI study.,2003,Neuropsychologia,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"Aggressive, suicidal and violent behaviour have been associated with impulsive personality and difficulty in inhibiting responses.",yes,,yes,yes,yes,,,,,,,,,
84,33872964,Diffusion tensor imaging of corpus callosum in adolescent females with borderline personality disorder.,2021,Journal of psychiatric research,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),Borderline Personality Disorder,associated_with,unclear,,unclear,0.7,BPD patients had significantly lower fractional anisotropy (FA) values in the genu and lower mean diffusivity (MD) values in the body of CC. There was a negative correlation between FA values in the genu and body of CC and impulsivity.,yes,,yes,yes,yes,,,,,,,,,
85,31688973,Volumetric Prefrontal Cortex Alterations in Patients With Alcohol Dependence and the Involvement of Self-Control.,2019,"Alcoholism, clinical and experimental research",Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),alcohol dependence,associated_with,unclear,,unclear,0.7,"Compared to HC, ALC had significantly less GM volume in bilateral middle frontal gyrus (MFG) and right medial prefrontal cortex as well as in the right anterior cingulate.",yes,,yes,yes,yes,,,,,,,,,
86,30549328,Impulsivity trait and proactive cognitive control: An fMRI study.,2019,The European journal of neuroscience,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,motor impulsivity,unknown,associated_with,unclear,disinhibition of the motor system,direct,0.8,We found a positive significant correlation between motor impulsivity scores and the activation of left sensorimotor cortices.,yes,,yes,yes,yes,,,,,,,,,
87,23274773,Morphometric correlation of impulsivity in medial prefrontal cortex.,2013,Brain topography,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),unknown,correlates_with,unclear,,unclear,0.7,The VBM analysis showed that impulsivity appears to be reliant on a network of cortical (medial prefrontal cortex and dorsolateral prefrontal cortex) and subcortical (ventral striatum) structures.,yes,,yes,yes,no,,,,,,,,,
