record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,model_label,consensus_models,consensus_model_count
125,21480730,Why so impulsive? White matter alterations are associated with impulsivity in chronic marijuana smokers.,2011,Experimental and clinical psychopharmacology,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),chronic marijuana smokers,associated_with,higher,white matter alterations,direct,0.8,"MJ smokers also had significantly higher BIS total and motor subscale scores relative to NS, which were positively correlated with left frontal FA values.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,higher,"The sentence directly states that MJ smokers have higher impulsivity scores, which are positively correlated with left frontal FA values, supporting the claim.",,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B;Qwen 2.5 7B,3
130,27738995,The relationship of impulsivity and cortical thickness in depressed and non-depressed adolescents.,2017,Brain imaging and behavior,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),depressed and non-depressed adolescents,associated_with,unclear,,indirect,0.8,"For the middle frontal gyrus, non-MDD participants showed a strong positive association between cortical thickness and BIS-11 Motor scores, while MDD-diagnosed participants showed a negative association.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),cortical thickness,positive,"The sentence partially supports the claim, but the direction and directness need to be revised. The phenotype is impulsivity, which is supported. The feature is cortical thickness, which is supported. The relationship is associated_with, which is supported. However, the direction is unclear in the sentence, and the directness is indirect, but the sentence does not name both phenotype and feature, so directness_supported is false.",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
134,32535505,"The abbreviated version of the Barratt Impulsiveness Scale (ABIS): Psychometric analysis, reliable change indexes in clinical practice and normative data.",2020,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,background,0.8,Impulsivity is highly associated with psychopathology and dysfunctional behavior.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),psychopathology and dysfunctional behavior,positive,"The sentence partially supports the claim of impulsivity being associated with psychopathology and dysfunctional behavior, but the direction is unclear and the feature type is not specified. The corrected phenotype and feature type are provided, and the direction is assumed to be positive based on the word 'highly associated'.",,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B,2
135,17365120,Normative data and a short form of the Barratt Impulsiveness Scale.,2007,The International journal of neuroscience,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,unclear,0.8,"Neuroimaging studies show that BIS scores relate to prefrontal structure and function, as well as central serotonergic function.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),brain structure and function,positive,"The sentence partially supports the claim by mentioning a relationship between impulsivity and brain structure/function, but it does not specify the feature type and direction clearly.",,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B,2
139,37969475,Evaluation of Optical Coherence Tomography Findings in Antisocial Personality Disorder Patients.,2023,Alpha psychiatry,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),antisocial personality disorder,associated_with,higher,,indirect,0.9,"The Barratt Impulsivity Scale-motor (P < .001), Barratt Impulsivity Scale-non-planning dimension (P < .001), and Barratt Impulsivity Scale-total scores (P < .001) of the patients were significantly higher when compared to the controls.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,higher,"The sentence directly supports the association between impulsivity and higher scores on the Barratt Impulsivity Scale, which is a measure of impulsivity.",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
140,26277035,BDNF concentration and impulsiveness level in post-traumatic stress disorder.,2015,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),post-traumatic stress disorder,associated_with,higher,unknown,indirect,0.8,"Results indicate a positive correlation in the PTSD group; that is, the higher the BDNF levels the higher the impulsiveness score, as measured by the Barratt Impulsiveness Scale (BIS-11), suggesting that impulsiveness could be associated with greater BDNF production.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral trait,higher,"The sentence clearly supports the extracted claim, mentioning a positive correlation between BDNF levels and impulsiveness scores in the PTSD group.",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
142,38645237,Reward Circuit Local Field Potential Modulations Precede Risk Taking.,2024,bioRxiv : the preprint server for biology,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),neuropsychiatric disorders,associated_with,unclear,reward circuitry activity,indirect,0.8,Insula risky decision power was associated with orbitofrontal cortex high-gamma reward prediction error signal ( p =0.0048) and with patient impulsivity ( p =0.00478).,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),behavioral response to reward,positive,"The sentence partially supports the claim, but the feature type and direction need to be corrected. The feature type is not 'unknown' but rather 'behavioral response to reward'. The direction is also not 'unclear' but rather 'positive' as it is associated with a high-gamma reward prediction error signal.",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
144,35149322,Resting State EEG Activity Related to Impulsivity in People with Prescription Opioid Use Disorder.,2022,Psychiatry research. Neuroimaging,Barratt Impulsiveness Scale neuroimaging,unknown,EEG connectivity,impulsivity (general),prescription opioid use disorder,associated_with,higher,,direct,0.8,"Patients exhibited greater scores (impaired impulse control) on BIS-11 subscales (attention, motor, self-control) and impairment of these impulsive subtypes was associated with increases in β and δ oscillations.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,"The sentence clearly supports the claim by stating that patients with impaired impulse control (phenotype) have associated increases in β and δ oscillations (feature) in their EEG connectivity, which is a direct relationship with a higher direction.",,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B,2
145,27667777,Networks underlying trait impulsivity: Evidence from voxel-based lesion-symptom mapping.,2017,Human brain mapping,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),traumatic brain injuries,associated_with,unclear,,background,0.8,"Heightened global impulsivity was associated with damage to multiple areas in bilateral prefrontal cortex (PFC), left superior, middle and inferior temporal gyrus, and left hippocampus.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,increased,"The sentence clearly supports the claim by stating a specific association between impulsivity and damage to certain brain areas. The direction of the association is implied to be positive (increased impulsivity), and the directness is clear as it names both the phenotype (impulsivity) and the feature (damage to brain areas).",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
149,33113453,Suicide behavior is associated with childhood emotion dysregulation but not trait impulsivity in first episode psychosis.,2020,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),first episode psychosis,associated_with,unclear,emotion dysregulation,indirect,0.8,"Childhood emotion dysregulation was significantly associated with a history of SB and its severity, but not SI.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavior (suicidal),positive,The sentence clearly supports the association between childhood emotion dysregulation and impulsivity (general) in the context of first episode psychosis.,,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B,2
150,30071388,Sleep and circadian rhythm function and trait impulsivity: An actigraphy study.,2018,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,background,0.8,"High impulsive individuals displayed phase-delayed patterns of sleep, a decreased total sleep time and sleep efficiency, and disrupted circadian function.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),sleep patterns,positive,"The sentence clearly supports the association between impulsivity and sleep patterns, with a specific direction (phase-delayed patterns) and directness (displayed).",,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B;Qwen 2.5 7B,3
152,34274904,Dimensions of impulsivity related to psychopathic traits and homicidal behavior among incarcerated male youth offenders.,2021,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),youth psychopathic traits,correlates_with,higher,,indirect,0.8,"Correlational analyses indicated PCL:YV total, Factor 2, Facet 3, and Facet 4 scores were significantly positively correlated with BIS-11 total scores.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),impulsivity (specific),higher,"The sentence clearly supports the extracted claim, mentioning a correlation between impulsivity (measured by BIS-11 total scores) and psychopathic traits (measured by PCL:YV total, Factor 2, Facet 3, and Facet 4 scores).",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
162,32977054,Impulsivity as a multifactorial construct and its relationship to PTSD severity and threat sensitivity.,2020,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),PTSD,associated_with,unclear,,background,0.8,PTSD severity was significantly associated with greater overall impulsivity and behavioral impulsivity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,greater,"The sentence clearly supports the extracted claim, mentioning a specific association between PTSD severity and impulsivity, including both overall and behavioral aspects.",,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B;Qwen 2.5 7B,3
165,33426970,Add-on repetitive transcranial magnetic stimulation in patients with opioid use disorder undergoing methadone maintenance therapy.,2021,The American journal of drug and alcohol abuse,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),opioid use disorder,correlates_with,lower,repetitive transcranial magnetic stimulation,direct,0.8,"However, HDRS scores, BIS-11 attentional subscales, and CPTs commission T-scores (C-TS) were significantly lower in the active rTMS group (P = .003, 0.04, and 0.02, respectively) than in the sham group.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,lower,"The sentence directly supports the claim by stating that HDRS scores, BIS-11 attentional subscales, and CPTs commission T-scores were significantly lower in the active rTMS group, which correlates with the extracted claim's phenotype of impulsivity (general) and direction of lower.",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
