record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,model_label
62,34463411,"Cocaine cue-induced mesocorticolimbic activation in cocaine users: Effects of personality traits, lifetime drug use, and acute stimulant ingestion.",2022,Addiction biology,Barratt Impulsiveness Scale fMRI,unknown,unknown,nonplanning impulsivity,unknown,associates_with,higher,unclear,unclear,0.6,"Among the cocaine users, larger drug cue-induced responses during the placebo session were correlated with higher Barratt Impulsiveness Scale (BIS-11) nonplanning scores (associative striatum)",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,nonplanning impulsivity,impulsivity,higher,The sentence clearly supports the extracted claim by stating a correlation between drug cue-induced responses and nonplanning impulsivity scores in cocaine users.,,Mistral 7B
65,32464339,Investigation of structure-function correlation among the young offspring of patients with bipolar disorder.,2020,Psychiatry research. Neuroimaging,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),bipolar disorder,associated_with,unclear,,unclear,0.7,"FA values in the SLF were negatively correlated with Stroop interference, the Wisconsin Card Sorting Test, and the Trail Making Test (B-A) scores.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,negatively,The sentence clearly supports the claim by mentioning a specific brain region (SLF) and its correlation with impulsivity-related tasks.,,Mistral 7B
67,27095357,Sex differences in impulsivity and brain morphometry in methamphetamine users.,2017,Brain structure & function,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,associated_with,higher,unclear,unclear,0.8,"METH users had higher impulsivity scores, on both the Cognitive and Behavioral Factors from the BIS (p < 0.0001-0.0001).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,higher,"The sentence clearly supports the extracted claim by stating that METH users have higher impulsivity scores, which matches the phenotype and direction. The feature type is also supported as it is related to behavioral factors.",,Mistral 7B
69,27743376,Cortical folding patterns are associated with impulsivity in healthy young adults.,2017,Brain imaging and behavior,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,"BIS subscores were positively correlated with cortical folding in several distinct areas: Total and attention scores were positively correlated with LGI in the left postcentral gyrus, cingulate gyrus, precentral gyrus, pars opercularis of the inferior frontal gyrus, right middle temporal gyrus, superior parietal gyrus, pericalcarine gyrus, and lateral occipital gyrus.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,higher,"The sentence clearly supports the extracted claim by stating a positive correlation between BIS subscores (phenotype) and cortical folding in several brain areas (feature), which is a direct association (directness) in the direction of higher impulsivity (direction).",,Mistral 7B
70,33951944,Distinct clinical manifestations of obsessive-compulsive disorder are associated with cortical thickness alteration.,2022,The Australian and New Zealand journal of psychiatry,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),obsessive-compulsive disorder,associated_with,unclear,,unclear,0.7,"OCD patients with more obsessive beliefs and attentional impulsivity (OCD_OB_AT) had reduced cortical thickness at the inferior parietal gyrus, the superior and middle temporal gyrus and the insula compared with OCD patients with higher score on the non-planning impulsivity (OCD_NP)",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (specific: attentional impulsivity),structural connectivity (specific: cortical thickness alteration),decreased,"The sentence clearly supports the extracted claim by stating a specific association between impulsivity (attentional impulsivity) and cortical thickness alteration in OCD patients. The direction of the association is also clear, as OCD patients with more obsessive beliefs and attentional impulsivity had reduced cortical thickness compared to those with higher non-planning impulsivity.",,Mistral 7B
71,35852565,Neural correlates of risky decision making in Parkinson's disease patients with impulse control disorders.,2022,Experimental brain research,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),Parkinson's disease with impulse control disorders,associated_with,unclear,neural processing of risk-related information and outcomes,unclear,0.7,"Patients with ICDs showed greater urn choice-specific activation in the right middle frontal gyrus, overlapping the dorsal premotor cortex.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,increased,"The sentence directly supports the association between impulsivity and functional connectivity in the right middle frontal gyrus, which is a brain region involved in decision-making. The direction of the association is implied to be increased, as the patients with ICDs showed greater activation.",,Mistral 7B
73,18479820,An event-related fMRI study on risk taking by healthy individuals of high or low impulsiveness.,2008,Neuroscience letters,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,We demonstrated that a stronger activation in the insula-orbitofrontal-parietal regions was found in the high impulsiveness group compared to the low impulsiveness group.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,The sentence clearly supports the extracted claim by stating a direct association between impulsivity and functional connectivity in the brain regions mentioned.,,Mistral 7B
75,39796107,The Relationship Between Impulsivity Traits and In Vivo Cerebral Serotonin Transporter and Serotonin 2A Receptor Binding in Healthy Individuals: A Double-Tracer PET Study with C-11 DASB and C-11 MDL100907.,2024,International journal of molecular sciences,Barratt Impulsiveness Scale fMRI,unknown,unknown,nonplanning impulsivity,unknown,associated_with,higher,serotonergic neurotransmission,direct,0.8,"The region of interest (ROI)-based partial correlation analysis with age, sex, and temperament traits as covariates revealed a significant positive correlation between non-planning impulsiveness and [11C]MDL100907 BPND in the caudate (CAU) at Bonferroni-corrected p < 0.0045.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,nonplanning impulsivity,receptor binding,higher,"The sentence clearly supports the extracted claim, mentioning nonplanning impulsivity as the phenotype, receptor binding as the feature type, and a higher association. The relationship is direct and the direction is clearly stated.",,Mistral 7B
76,26189512,Abnormalities of cortical structures in adolescent-onset conduct disorder.,2015,Psychological medicine,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),conduct disorder,associated_with,unclear,,unclear,0.7,"Cortical thickness of the paralimbic structures was found to be negatively correlated with impulsivity and antisocial behaviors measured by the BIS and APSD, respectively.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavior,negative,The sentence clearly supports the claim by stating a negative correlation between cortical thickness and impulsivity/antisocial behaviors.,,Mistral 7B
78,35434889,Distinct neural signatures of schizotypy and psychopathy during visual word-nonword recognition.,2022,Human brain mapping,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,lower,unclear,unclear,0.7,"Higher Motor Impulsivity was associated with lower activity in the fusiform (bilaterally), inferior frontal (right-sided), and temporal gyri (bilaterally) across all stimuli-types over resting baseline.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence clearly supports the extracted claim, mentioning a specific brain region (fusiform, inferior frontal, and temporal gyri) associated with impulsivity, which is a general aspect of the phenotype. The relationship is clearly stated as 'associated with', and the direction is 'lower activity', which matches the extracted direction. The directness is not explicitly stated, but it can be inferred that the sentence is referring to a direct relationship between brain activity and impulsivity.",,Mistral 7B
79,26079873,Barratt Impulsivity and Neural Regulation of Physiological Arousal.,2015,PloS one,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,BIS total,unknown,associated_with,unclear,Granger causality,direct,0.8,Activity of the ventromedial prefrontal cortex (vmPFC) negatively correlated to and Granger caused skin conductance time course.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,BIS total,physiological arousal,negatively,"The sentence directly mentions the vmPFC, which is associated with the phenotype BIS total, and its activity negatively correlated to and Granger caused skin conductance time course, which is a feature of physiological arousal. The direction of the relationship is also clearly stated as negative.",,Mistral 7B
81,25269835,Caudate asymmetry is related to attentional impulsivity and an objective measure of ADHD-like attentional problems in healthy adults.,2016,Brain structure & function,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,attentional impulsivity,unknown,associated_with,higher,unclear,unclear,0.7,Larger right relative to left caudate volumes correlated with both higher attentional impulsiveness and worse ADHD scores on the TOVA.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,structural connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a specific phenotype (attentional impulsivity), a feature type (structural connectivity), a relationship (associated with), a direction (higher), and a directness (unclear) that matches the extracted claim.",,Mistral 7B
82,19560123,Ventral striatal activation during reward anticipation correlates with impulsivity in alcoholics.,2009,Biological psychiatry,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),alcoholics,correlates_with,unclear,,unclear,0.7,Detoxified alcoholics showed reduced activation of the ventral striatum during anticipation of monetary gain relative to healthy control subjects.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,decreases,"The sentence clearly supports the claim by stating a correlation between reduced activation of the ventral striatum and impulsivity in alcoholics. The direction of the relationship is clear, as the activation is reduced. The directness of the relationship is also clear, as it is stated that the activation is during anticipation of monetary gain, which is a specific context. The phenotype and feature type are also supported, as impulsivity is a general phenotype and functional connectivity is a feature type. The brain system is not explicitly mentioned, but it can be inferred to be the ventral striatum. The diagnostic context is also supported, as it is stated that the subjects are detoxified alcoholics.",,Mistral 7B
