set,row_id,extractor,supporting_sentence,canonical_claim_text,trackb_original_decision,trackb_support_score,human_eval1,human_eval2,minicheck-bespoke-7b_score,minicheck-bespoke-7b_native_pred,minicheck-flan-t5_score,minicheck-flan-t5_native_pred,alignscore-large-official_score,alignscore-large-official_native_pred,deberta-nli_score,deberta-nli_native_pred
s300,gptv_0266,Qwen 2.5 7B,"In ketamine users, putamen showed higher connectivity with the left orbitofrontal cortex (OFC) in association with both BIS-11 score and months of ketamine use.","In chronic ketamine users, impulsivity (general) is correlated with higher functional connectivity.",revise,1,,,0.268825,0,0.036546,0,0.004586,,0.002581,revise
s300,gptv_0267,Qwen 2.5 7B,both measures correlated positively with striatum activation during high versus low energy choices,nonplanning impulsivity is correlated with the neural feature.,keep,2,,,0.075846,0,0.081780,0,0.018102,,0.731445,keep
s300,gptv_0268,Qwen 2.5 7B,"Higher motor impulsivity (t = 2.347, p = 0.0253) and larger right NAc volume (F (1,38) = 4.719, p = 0.036) was observed in HDI.","In heroin-dependent individuals, motor impulsivity is correlated with higher functional connectivity.",keep,2,,,0.005911,0,0.014526,0,0.001044,,0.009163,revise
s300,gptv_0269,Mistral 7B,Brain activity was associated with impulsivity scores.,impulsivity (general) is correlated with functional connectivity.,drop,0,,,0.222617,0,0.055883,0,0.052798,,0.910156,keep
s300,gptv_0270,Llama 3.1 8B,"Target network connectivity was increased during regulation blocks compared to rest blocks, however, the experimental and sham groups could regulate to a similar degree.","In nicotine use, impulsivity (general) is correlated with functional connectivity.",drop,0,,,0.005220,0,0.022518,0,0.003494,,0.001103,revise
s300,gptv_0271,Llama 3.1 8B,Greater baseline coupling was associated with better motor status at admission and discharge and positively related to motor recovery.,"In stroke, the phenotype is associated with functional connectivity.",keep,2,,,0.320668,0,0.895988,1,0.133720,,0.016525,revise
s300,gptv_0272,Mistral 7B,"Progressive moderate aerobic exercise reduced IGD symptoms and craving, alongside altered neural synchrony and connectivity in reward and control networks.","In Internet gaming disorder, impulsivity (general) is associated with functional connectivity.",revise,1,,,0.164469,0,0.092741,0,0.025356,,0.032410,revise
s300,gptv_0273,Llama 3.1 8B,"However, so far, it is still unclear whether the topological organization is damaged in PD patients with ICD.","In Parkinson disease with impulse control disorders, attentional impulsivity is associated with higher functional connectivity.",drop,0,,,0.004609,0,0.024542,0,0.030120,,0.006851,drop
s300,gptv_0274,Mistral 7B,evidence from neuroimaging and behavioral studies has suggested the role of cerebellum in drug reward,the phenotype is associated with functional connectivity.,drop,0,,,0.033083,0,0.108321,0,0.183028,,0.004398,revise
s300,gptv_0275,Mistral 7B,"The limbic networks at the apex of the cerebral hierarchy must then be responsible for the most general expectancies, which are propagated through the hierarchy to organize the multiple component network levels of experience and behavior.",impulsivity (general) is regulates functional connectivity.,drop,0,,,0.075845,0,0.024282,0,0.149653,,0.005497,revise
s300,gptv_0276,Qwen 2.5 7B,"In ADHD children, the orbitofrontal cortex (region involved in salience attribution) had higher connectivity with reward-motivation regions (striatum and anterior cingulate) and lower connectivity with superior parietal cortex (region involved in attention processing).","In children with attention-deficit/hyperactivity disorder, attentional impulsivity is associated with lower functional connectivity in the default-mode network.",drop,0,,,0.042084,0,0.039303,0,0.323283,,0.084351,revise
s300,gptv_0277,Llama 3.1 8B,"The findings indicate that alterations in grey matter volume in key structures, such as the prefrontal cortex (orbitofrontal, ventromedial, and dorsolateral), temporal lobe (amygdala and hippocampus), cingulate cortex, and insula, are associated with impulsivity, a lack of empathy, and aggressiveness.",impulsivity (general) is associated with structural connectivity.,keep,2,,,0.268844,0,0.106450,0,0.128280,,0.371582,revise
s300,gptv_0278,Llama 3.1 8B,Research demonstrates a specific abnormality in the thalamic pulvinar nucleus in ADHD populations.,"In ADHD, attentional impulsivity is associated with functional connectivity.",drop,0,,,0.047421,0,0.066630,0,0.011222,,0.007175,revise
s300,gptv_0279,Qwen 2.5 7B,"FC among the default mode, motor, frontoparietal, basal ganglia, limbic, medial frontal, visual association, and cerebellar networks formed the neural basis of mind wandering.","In mobile phone addiction, attentional impulsivity is mediates functional connectivity in the ['default mode network', 'frontoparietal/control network', 'salience/ventral attention network', 'somatomotor network'].",drop,0,,,0.020331,0,0.026489,0,0.003280,,0.006977,revise
s300,gptv_0280,Qwen 2.5 7B,"These brain abnormalities underlie an attenuated emotion processing functioning (but not an absence) and aversion to negative and threats signals, reinforcement learning, representation of rewards and modulation of attention that have an impact in decision-making, caring for others, and moral judgment.","In psychopathic traits, impulsivity (general) is associated with the neural feature.",revise,1,,,0.075846,0,0.093427,0,0.006069,,0.001387,revise
s300,gptv_0281,Mistral 7B,"Impulsivity subtypes were measured by the monetary delay discounting task and the Barratt Impulsiveness Scale (total BIS-11 and subscales). Only temporal subtypes of impulsivity, namely delay discounting and the BIS-11 non-planning subscale, modulated responses to food choice; both measures correlated positively with striatum activation during high versus low energy choices.",impulsivity (general) is correlated with functional connectivity.,revise,1,,,0.015905,0,0.188244,0,0.002627,,0.026062,revise
s300,gptv_0282,Qwen 2.5 7B,"Further, when combining FC asymmetry and the presence of the rs8079626 variant, we successfully predicted increased externalization of anger in ADHD.","In ADHD, the phenotype is associated with higher functional connectivity in the default mode network.",revise,1,,,0.009708,0,0.018744,0,0.003349,,0.010063,revise
s300,gptv_0283,Mistral 7B,The analysis yielded consistent connectivity alterations between the insula and anterior cingulate cortex (ACC) as well as the dorsal striatum and the ACC.,"In nicotine users, impulsivity (general) is associated with functional connectivity.",revise,1,,,0.029309,0,0.031875,0,0.000747,,0.000281,revise
s300,gptv_0284,Qwen 2.5 7B,"Greater (i.e., more positive) frontostriatal rsFC was associated with decreased delay discounting (i.e., less impulsive decision making).","In ADHD, impulsivity (general) is associated with lower functional connectivity in the frontostriatal.",keep,2,,,0.132931,0,0.038367,0,0.013055,,0.000707,revise
s300,gptv_0285,Qwen 2.5 7B,"Additionally, higher Impulsive Nonconformity was associated with lower activity in the caudate nucleus and anterior cingulate during No-Go compared to Go stimuli reactions.","In schizotypy, motor impulsivity is correlate_with lower BOLD variability in the ventral attention network.",keep,2,,,0.022975,0,0.023517,0,0.009061,,0.004120,revise
s300,gptv_0286,Qwen 2.5 7B,"Using probabilistic independent component analysis on resting-state functional magnetic resonance imaging (rs-fMRI) data from 25 alcohol-dependent (AD) and 26 healthy control (HC) participants, we compared the within- and between-network FC between AD and HC.","In alcohol dependence, impulsivity (general) is correlated with functional connectivity in the default mode network, frontoparietal/control network, salience/ventral attention network, somatomotor network.",drop,0,,,0.004070,0,0.020354,0,0.001160,,0.000313,revise
s300,gptv_0287,Mistral 7B,"We related brain functional connectivity of typically developing children, measured with magnetic resonance imaging at rest, with their impulsivity scores obtained from a questionnaire completed by their parents.",impulsivity (general) is associated with functional connectivity.,revise,1,,,0.650971,1,0.125960,0,0.461717,,0.237061,revise
s300,gptv_0288,Mistral 7B,"We found that the normal interaction between pre-supplementary motor cortex and the inferior frontal gyrus was absent in Parkinson's disease patients on placebo (despite dopaminergic therapy), but this connection was restored by atomoxetine.","In Parkinson's disease, nonplanning impulsivity is restores higher functional connectivity.",keep,2,,,0.085084,0,0.016458,0,0.015717,,0.007271,revise
s300,gptv_0289,Llama 3.1 8B,"BPD patients, on the other hand, exhibited a significantly negative correlation between ventral striatal loss anticipation responses and BIS-11 scores, whereas this correlation was significantly positive in healthy controls.","In borderline personality disorder, impulsivity (general) is associated with lower functional connectivity.",keep,2,,,0.085085,0,0.051345,0,0.008331,,0.025467,revise
s300,gptv_0290,Qwen 2.5 7B,"beta power was associated with increased impulsivity, as measured by the Cambridge Behavioural Inventory, a carer-based questionnaire of changes in everyday behaviour.","In behavioural variant frontotemporal dementia, motor impulsivity is associated with higher functional connectivity.",revise,1,,,0.008577,0,0.024951,0,0.006207,,0.000805,revise
s300,gptv_0291,Mistral 7B,The BIS total score was found to correlate with the MCs between the ACC and two other brain regions in the right hemisphere.,impulsivity (general) is correlated with structural connectivity.,keep,2,,,0.060078,0,0.057481,0,0.038603,,0.695312,keep
s300,gptv_0292,Llama 3.1 8B,"These results imply that people with IGD may be associated with functional network dysfunction, including impaired executive control and emotional management, but enhanced coordination among visual, sensorimotor, auditory and visuospatial systems.","In Internet gaming disorder, impulsivity (general) is associated with functional connectivity.",revise,1,,,0.148005,0,0.050259,0,0.037689,,0.346436,revise
s300,gptv_0293,Llama 3.1 8B,"We observed evidence linking BIS, BAS, sensation seeking, and lack of premeditation to the total strength and temporal variability of FC within networks connecting regions of the prefrontal cortex, precuneus, posterior cingulate cortex, basal ganglia, and thalamus with the cerebellum.","In healthy subjects, impulsivity (general) is associated with functional connectivity.",revise,1,,,0.530895,1,0.315539,0,0.014564,,0.000768,revise
s300,gptv_0294,Mistral 7B,"There was a significant difference in Strengths and Weaknesses ADHD Symptoms and Normal Behavior Hyperactivity/Impulsivity subscale (SWAN-HI) between 2 subgroups in the POND data (C and D), with subgroup D having increased hyperactivity and impulsivity traits compared with subgroup C.",impulsivity (general) is associated with the neural feature.,keep,2,,,0.009708,0,0.032426,0,0.006838,,0.001398,revise
s300,gptv_0295,Mistral 7B,"PD patients showed widespread cortical thickness loss in frontal, cingulate, temporo-parietal and occipital regions.","In Parkinson's disease, impulsivity (general) is associated with structural connectivity.",keep,2,,,0.015905,0,0.031632,0,0.003582,,0.003571,revise
s300,gptv_0296,Llama 3.1 8B,"Right NAcc 11C-MADAM binding potential correlated with attentional impulsivity in individuals with gambling disorder (r = -0.73, p = 0.005).","In gambling disorder, attentional impulsivity is associated with lower functional connectivity.",keep,2,,,0.437614,0,0.030552,0,0.002360,,0.019913,revise
s300,gptv_0297,Mistral 7B,"Neurobiologic studies suggest that the circuitry involving frontal cortical-basal ganglia connections may be structurally or functionally different in individuals with ADHD, although the specificity of these findings has not been researched thoroughly.",attentional impulsivity is associated with functional connectivity.,drop,0,,,0.320678,0,0.169802,0,0.340095,,0.046417,revise
s300,gptv_0298,Mistral 7B,"fMRI results showed that SA was negatively correlated with precuneus-occipital connectivity, which is associated with emotional face processing and self-focused attention.",the phenotype is associated with functional connectivity.,revise,1,,,0.561891,1,0.166317,0,0.070711,,0.900391,keep
s300,gptv_0299,Llama 3.1 8B,The inter-regional rsFC was positively correlated with motor impulsivity and withdrawal symptom severity during abstinence and negatively with craving to smoke during satiety.,"In cigarette smoking, impulsivity (general) is associated with higher functional connectivity.",revise,1,,,0.268838,0,0.039406,0,0.004970,,0.413574,keep
s300,gptv_0300,Llama 3.1 8B,"FC among the default mode, motor, frontoparietal, basal ganglia, limbic, medial frontal, visual association, and cerebellar networks formed the neural basis of mind wandering.",impulsivity (general) is associated with higher functional connectivity in the default mode network.,drop,0,,,0.029309,0,0.063874,0,0.008675,,0.001019,revise
